Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"Alice: are all of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put some of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the staircase
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the pantry
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,No,TRUE,Context,Variable Swap ,Flip
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put three of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,Yes,TRUE,Context,Quanity Change,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: Yes
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw some in the pantry",are the corns in the staircase?,Yes,TRUE,Context,Negation,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw none in the pantry",are the corns in the staircase?,Yes,TRUE,Context,Negation,Invarianat
"Alice: are some of the strawberries in the back_yard
Bob: I put all of them in the back_yard
Alice: where did Jack go
Bob: he said he walked to the pantry
Alice: are some of the sweet potatoes in the pantry
Bob: Jack said he put four of them there
Alice: did you leave the corns there
Bob: I left them in the staircase
Alice: did Amelia place the lettuces in the staircase
Bob: no
Alice: did Lucas place the lettuces there
Bob: I didn't see him
Alice: where can I get them
Bob: the lettuces are in the back_yard
Alice: did Jack place the turnips there
Bob: I don't know
Alice: where are they
Bob: the turnips are in the pantry
Alice: are all the turnips there
Bob: Jack said he saw none in the pantry",are the lettuces in the staircase?,No,TRUE,Question,Variable Substitution,Flip
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pineapples in the back_yard?,Yes,FALSE,None,-,-
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are all of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pineapples in the back_yard?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: some of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pineapples in the back_yard?,Yes,TRUE,Context,Quantifier change,Invarianat
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pumpkins in the back_yard?,No,TRUE,Question,Variable Substitution ,Flip
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put four there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pineapples in the back_yard?,Yes,TRUE,Context,Quantity Change,Invarianat
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put five of the grapefruits there
Alice: where is the onion
Bob: it is in the hall",are some of the pineapples in the back_yard?,Yes,TRUE,Context,Quantity Change,Invarianat
"Alice: are all the corns in the porch
Bob: Ethan said he saw some there
Alice: are all the grapes in the patio
Bob: I saw some grapes in the patio
Alice: did Ava go there
Bob: she was in the back_yard
Alice: are some of the peas in the hall
Bob: two are there
Alice: where are the pineapples
Bob: I put them in the back_yard and went to the patio
Alice: are some of them in the back_yard
Bob: all of the pineapples are in the back_yard
Alice: are some of the pumpkins in the porch
Bob: Ethan said he put three there
Alice: how many apples are in the back_yard
Bob: four or five
Alice: are some of the grapefruits in the patio
Bob: I put three of the grapefruits there
Alice: where is the onion
Bob: it is not in the hall",are some of the pineapples in the back_yard?,Yes,TRUE,Context,Negation,Invarianat
